id,ACTION
1,0.7910940134430917
2,0.9921220648403648
3,0.9989718180870951
4,0.9954086480850052
5,0.9995536484345294
6,0.996632160835255
7,0.9123079143234617
8,0.9995272012509288
9,0.9023202514342986
10,0.9853376868592186
11,0.9913127750072875
12,0.992370841718161
13,0.9979098496018614
14,0.6330828597342739
15,0.9620669952423494
16,0.9807454162186647
17,0.5536939935048543
18,0.9282196637496709
19,0.9987524288313112
20,0.9982645576987268
21,0.9950212674718873
22,0.995921757113523
23,0.9986014579668024
24,0.9942973323052292
25,0.9996521068485366
26,0.9623711149431872
27,0.9989638117266371
28,0.9750073749964847
29,0.9950738188298838
30,0.9684933564723639
31,0.9981814929585184
32,0.9944045741664219
33,0.9656153590926088
34,0.9991356633584332
35,0.9965617673140016
36,0.9994739511676165
37,0.9925860073738707
38,0.9995828066064304
39,0.9974872965525071
40,0.9472938111774578
41,0.8441044317860729
42,0.9993831708318937
43,0.9953092988278169
44,0.9950153024821347
45,0.9985473372724198
46,0.9940625688531395
47,0.9998368808185303
48,0.997190578177324
49,0.9996864676666486
50,0.9858971038643818
51,0.9160642733770463
52,0.9986837417145964
53,0.9548228666171025
54,0.9999942528735632
55,0.9981029001021255
56,0.9832040543541732
57,0.9817708648356568
58,0.999408189113637
59,0.999112964101421
60,0.9980514451573069
61,0.9991004205306406
62,0.9887643604668627
63,0.9982632221526394
64,0.9988161512694959
65,0.9989709945182815
66,0.9914340036595246
67,0.992309334115021
68,0.999806408364326
69,0.9863804077229184
70,0.6421205900854895
71,0.9891918750467045
72,0.9992601494322989
73,0.9999770992366411
74,0.9983175436937314
75,0.9973684622920869
76,0.9990978243421041
77,0.9951002208001019
78,0.9297089286625649
79,0.6737034758133306
80,0.9953336718361679
81,0.9998204914497434
82,0.9967897316448415
83,0.9965360403937267
84,0.9970404254512252
85,0.9895627607673283
86,0.9821746658122371
87,0.9967791104727505
88,0.9964271021414284
89,0.9987201074024672
90,0.9049545561016479
91,0.9909826520226421
92,0.8508659160593031
93,0.9973961017520553
94,0.9707335283234734
95,0.9965455614781551
96,0.9976799834646549
97,0.6185954255486811
98,0.9969024208868031
99,0.99594526037194675
100,0.9989317849302557
101,0.9841442704485214
102,0.8810843077578188
103,0.9964511648785058
104,0.9963342362279679
105,0.8154829364178519
106,0.9979843997522003
107,0.9997739608430392
108,0.9941060306051824
109,0.9990672231013905
110,0.9963100628574765
111,0.8987709659210297
112,0.9966008090573045
113,0.9820000791478132
114,0.9991275910103199
115,0.9950044969266101
116,0.9828110563241312
117,0.976831711503266
118,0.9988058257510953
119,0.9992190559413454
120,0.9959122119107462
121,0.942836993182136
122,0.9946776014123987
123,0.9826434928541277
124,0.9940732914841267
125,0.997867167403579
126,0.9193783991251674
127,0.9179912167147718
128,0.8334315306817086
129,0.9631128417224147
130,0.9976703852066847
131,0.9984877500655737
